Accession,Platform,SeqClass,Species,Cells,PMID,Date,Title
GSE95630,Smart-Seq,longread,Human,5014,29802404,5/29/18,Tracing The Temporal-Spatial Transcriptome Landscapes Of The Human Fetal Digestive Tract Using Single-Cell Rna-Sequencing.
GSE95837,Smart-Seq,longread,Human,168,28445465,4/27/17,Assembly Of Functionally Integrated Human Forebrain Spheroids.
GSE96106,Fluidigm,longread,Human,134,28463226,5/4/17,Prospective Isolation Of Nkx2-1-Expressing Human Lung Progenitors Derived From Pluripotent Stem Cells.
GSE96562,Fluidigm,longread,Human,136,28566371,6/2/17,Single-Cell Rna Sequencing Reveals Expanded Clones Of Islet Antigen-Reactive Cd4
GSE96564,Fluidigm,longread,Human,44,28566371,6/2/17,Single-Cell Rna Sequencing Reveals Expanded Clones Of Islet Antigen-Reactive Cd4
GSE96568,Fluidigm,longread,Human,231,28566371,6/2/17,Single-Cell Rna Sequencing Reveals Expanded Clones Of Islet Antigen-Reactive Cd4
GSE96958,Fluidigm,longread,Mouse,181,29555020,3/21/18,Single-Cell Transcriptomics Reveals A New Dynamical Function Of Transcription Factors During Embryonic Hematopoiesis.
GSE97168,MARS-seq,shortread,Human,1307,28475900,5/6/17,Innate Immune Landscape In Early Lung Adenocarcinoma By Paired Single-Cell Analyses.
GSE97478,Fluidigm,longread,Mouse,1069,30134177,8/23/18,Diversity Of Interneurons In The Dorsal Striatum Revealed By Single-Cell Rna Sequencing And Patchseq.
GSE97519,Fluidigm,longread,Mouse,372,29425512,2/10/18,Deciphering Cell Lineage Specification During Male Sex Determination With Single-Cell Rna Sequencing.
GSE97564,10X Genomics,shortread,Human,4069,28438991,4/26/17,Differentiation Of V2A Interneurons From Human Pluripotent Stem Cells.
GSE97849,10X Genomics,shortread,Mouse,8418,29857010,6/2/18,Deconstructive Somatic Cell Nuclear Transfer Reveals Novel Regulatory T-Cell Subsets.
GSE97941,Fluidigm,longread,Mouse,230,28650342,6/27/17,Inflammatory Ly6Chi Monocytes And Their Conversion To M2 Macrophages Drive Atherosclerosis Regression.
GSE98048,Smart-Seq,longread,Mouse;Human,69,28408401,4/15/17,Synergistic Immunostimulatory Effects And Therapeutic Benefit Of Combined Histone Deacetylase And Bromodomain Inhibition In Non-Small Cell Lung Cancer.
GSE98415,Fluidigm,longread,Mouse,472,28768198,8/3/17,Enhanced Neuronal Regeneration In The Cast/Ei Mouse Strain Is Linked To Expression Of Differentiation Markers After Injury.
GSE98451,CEL-seq,shortread,Mouse,683,28625536,6/20/17,Reconstructing Lineage Hierarchies Of Mouse Uterus Epithelial Development Using Single-Cell Analysis.
GSE98638,Smart-Seq,longread,Human,4813,28622514,6/18/17,Landscape Of Infiltrating T Cells In Liver Cancer Revealed By Single-Cell Sequencing.
GSE98664,Fluidigm,longread,Mouse,279,29434199,2/13/18,Single-Cell Full-Length Total Rna Sequencing Uncovers Dynamics Of Recursive Splicing And Enhancer Rnas.
GSE98816,Smart-Seq,longread,Mouse,2952,29443965,2/15/18,A Molecular Atlas Of Cell Types And Zonation In The Brain Vasculature.
GSE98852,Fluidigm,longread,Human,410,29408715,2/7/18,Single-Cell Profiling Of Peanut-Responsive T Cells In Patients With Peanut Allergy Reveals Heterogeneous Effector T
GSE99058,Smart-Seq,longread,Mouse,234,29443965,2/15/18,A Molecular Atlas Of Cell Types And Zonation In The Brain Vasculature.
GSE99095,Fluidigm,longread,Human,960,29030335,10/17/17,Single-Cell Rna-Seq Reveals A Distinct Transcriptome Signature Of Aneuploid Hematopoietic Cells.
GSE99235,Smart-Seq,longread,Mouse,1401,29443965,2/15/18,A Molecular Atlas Of Cell Types And Zonation In The Brain Vasculature.
GSE99254,Smart-Seq,longread,Human,11763,29942094,6/27/18,Global Characterization Of T Cells In Non-Small-Cell Lung Cancer By Single-Cell Sequencing.
GSE99305,Fluidigm,longread,Human,90,28922540,9/19/17,Ape1/Ref-1 Knockdown In Pancreatic Ductal Adenocarcinoma - Characterizing Gene Expression Changes And Identifying Novel Pathways Using Single-Cell Rna Sequencing.
GSE99701,Fluidigm,longread,Mouse,192,29089413,11/2/17,Transcriptomes Of Major Renal Collecting Duct Cell Types In Mouse Identified By Single-Cell Rna-Seq.
GSE99735,10X Genomics,shortread,Mouse,7512,28671690,7/4/17,Skewing Of The Population Balance Of Lymphoid And Myeloid Cells By Secreted And Intracellular Osteopontin.
GSE99915,10X Genomics,shortread,Mouse,18822,30518857,12/7/18,Single-Cell Mapping Of Lineage And Identity In Direct Reprogramming.
GSE99989,Fluidigm,longread,Mouse,265,29334988,1/18/18,Epidermal Wnt Signalling Regulates Transcriptome Heterogeneity And Proliferative Fate In Neighbouring Cells.
HCA-abe1a013-af7a-45ed-8c26-f3793c24a1f4,10X Genomics,shortread,Human,60132,31604275,10/12/19,Spatiotemporal Immune Zonation Of The Human Kidney.
HRA000150,10X Genomics,shortread,Human,112535,32788748,8/14/20,Single-Cell Landscape Of Immunological Responses In Patients With Covid-19.
NEMO-DAT-0RSYDY7,10x Genomics,shortread,Mouse,45830,33723434,3/17/21,Single-Cell Atlas Of Early Human Brain Development Highlights Heterogeneity Of Human Neuroepithelial Cells And Early Radial Glia.
NEMO-DAT-JB2F34Y,10x Genomics,shortread,Mouse,70895,34004146,5/19/21,A Taxonomy Of Transcriptomic Cell Types Across The Isocortex And Hippocampal Formation.
PHS000424-V8-P1,DroNc-seq,shortread,Human; Mouse,11612,28846088,8/29/17,Massively Parallel Single-Nucleus Rna-Seq With Dronc-Seq.
PRJEB31843,10X Genomics,shortread,Human,166310,31892341,1/2/20,"Scrna-Seq Assessment Of The Human Lung, Spleen, And Esophagus Tissue Stability After Cold Preservation."
PRJNA434002,10x Genomics,shortread,Human,101795,31097668,5/18/19,Single-Cell Genomics Identifies Cell Type-Specific Molecular Changes In Autism.
PRJNA438862,10X Genomics,shortread,Mouse,568760,30096314,8/11/18,Molecular Architecture Of The Mouse Nervous System.
PRJNA544731,10X Genomics,shortread,Human,46913,31316211,7/19/19,Neuronal Vulnerability And Multilineage Diversity In Multiple Sclerosis.
PRJNA637987,10x Genomics,shortread,Mouse,276182,34321664,7/28/21,Molecular architecture of the developing mouse brain
SCP253,Seq-Well,shortread,Human,16788,30135581,8/24/18,Allergic Inflammatory Memory In Human Respiratory Epithelial Progenitor Cells.
SCP256,Seq-Well,shortread,Human,55612,32251406,4/7/20,Integrated Single-Cell Analysis Of Multicellular Immune Dynamics During Hyperacute Hiv-1 Infection.
SCP259,10X Genomics,shortread,Human,291831,31348891,7/28/19,Intra- And Inter-Cellular Rewiring Of The Human Colon During Ulcerative Colitis.
SCP806,10x Genomics,shortread,Human;Monkey,993,32413319,5/28/20,SARS-CoV-2 Receptor ACE2 Is an Interferon-Stimulated Gene in Human Airway Epithelial Cells and Is Detected in Specific Cell Subsets across Tissues
TSP1-2,10x Genomics,shortread,Human,147730,35549404,5/13/22,"The Tabula Sapiens: A multiple-organ, single-cell transcriptomic atlas of humans"
